ID,Rua_Acolhimento,Motivo_dormir_rua
1591,Rua,Alcoolismo e/ou uso de drogas
1592,Rua,"Perda de casa por causas naturais/acidentes (ex: alagamentos, deslizamentos e incêndios)"
1593,Rua,Conflitos familiares (inclui separação)
1594,Rua,Demissão do trabalho/desemprego ou perda da renda
1595,Rua,Alcoolismo e/ou uso de drogas
1596,Rua,Demissão do trabalho/desemprego ou perda da renda
1597,Rua,Conflitos familiares (inclui separação)
1598,Rua,Demissão do trabalho/desemprego ou perda da renda
1599,Rua,Conflitos familiares (inclui separação)
1600,Rua,Outros
1601,Rua,Conflitos familiares (inclui separação)
1602,Rua,Conflitos familiares (inclui separação)
1603,Rua,Desentendimentos na comunidade ou vizinhança
1604,Rua,Outros
1605,Rua,Alcoolismo e/ou uso de drogas
1606,Rua,Outros
1607,Rua,Conflitos familiares (inclui separação)
1608,Rua,Demissão do trabalho/desemprego ou perda da renda
1609,Rua,Para ficar perto do trabalho/ sem passagem para voltar para casa (mais de uma vez)
1610,Rua,"Perda de casa por causas naturais/acidentes (ex: alagamentos, deslizamentos e incêndios)"
1611,Rua,Conflitos familiares (inclui separação)
1612,Rua,Alcoolismo e/ou uso de drogas
1613,Rua,Conflitos familiares (inclui separação)
1614,Rua,Desentendimentos na comunidade ou vizinhança
1615,Rua,Outros
1616,Rua,Outros
1617,Rua,Outros
1618,Rua,Outros
1619,Rua,Outros
1620,Rua,Demissão do trabalho/desemprego ou perda da renda
1621,Rua,Conflitos familiares (inclui separação)
1622,Rua,Demissão do trabalho/desemprego ou perda da renda
1623,Rua,Conflitos familiares (inclui separação)
1624,Rua,Alcoolismo e/ou uso de drogas
1625,Rua,Conflitos familiares (inclui separação)
1626,Rua,Demissão do trabalho/desemprego ou perda da renda
1627,Rua,Conflitos familiares (inclui separação)
1628,Rua,Conflitos familiares (inclui separação)
1629,Rua,"Sofria ameaças, abusos ou violência"
1630,Rua,Demissão do trabalho/desemprego ou perda da renda
1631,Rua,Outros
1632,Rua,Alcoolismo e/ou uso de drogas
1633,Rua,Alcoolismo e/ou uso de drogas
1634,Rua,Demissão do trabalho/desemprego ou perda da renda
1635,Rua,Demissão do trabalho/desemprego ou perda da renda
1636,Rua,Demissão do trabalho/desemprego ou perda da renda
1637,Rua,Demissão do trabalho/desemprego ou perda da renda
1638,Rua,Conflitos familiares (inclui separação)
1639,Rua,Conflitos familiares (inclui separação)
1640,Rua,Migrantes ou refugiado
1641,Rua,Saída do sistema prisional (Casa de detenção/cadeia/penitenciária/ DEGASE)
1642,Rua,Conflitos familiares (inclui separação)
1643,Rua,Alcoolismo e/ou uso de drogas
1644,Rua,Conflitos familiares (inclui separação)
1645,Rua,Conflitos familiares (inclui separação)
1646,Rua,Alcoolismo e/ou uso de drogas
1647,Rua,Conflitos familiares (inclui separação)
1648,Rua,Conflitos familiares (inclui separação)
1649,Rua,Outros
1650,Rua,Demissão do trabalho/desemprego ou perda da renda
1651,Rua,Conflitos familiares (inclui separação)
1652,Rua,Alcoolismo e/ou uso de drogas
1653,Rua,Alcoolismo e/ou uso de drogas
1654,Rua,Conflitos familiares (inclui separação)
1655,Rua,Demissão do trabalho/desemprego ou perda da renda
1656,Rua,Alcoolismo e/ou uso de drogas
1657,Rua,Conflitos familiares (inclui separação)
1658,Rua,"Perda de casa por causas naturais/acidentes (ex: alagamentos, deslizamentos e incêndios)"
1659,Rua,Conflitos familiares (inclui separação)
1660,Rua,Conflitos familiares (inclui separação)
1661,Rua,Alcoolismo e/ou uso de drogas
1662,Rua,Conflitos familiares (inclui separação)
1663,Rua,Conflitos familiares (inclui separação)
1664,Rua,Conflitos familiares (inclui separação)
1665,Rua,Alcoolismo e/ou uso de drogas
1666,Rua,Conflitos familiares (inclui separação)
1667,Rua,Outros
1668,Rua,Alcoolismo e/ou uso de drogas
1669,Rua,Conflitos familiares (inclui separação)
1670,Rua,Alcoolismo e/ou uso de drogas
1671,Rua,Conflitos familiares (inclui separação)
1672,Rua,Alcoolismo e/ou uso de drogas
1673,Rua,Alcoolismo e/ou uso de drogas
1674,Rua,Alcoolismo e/ou uso de drogas
1675,Rua,"Sofria ameaças, abusos ou violência"
1676,Rua,Conflitos familiares (inclui separação)
1677,Rua,Outros
1678,Rua,Demissão do trabalho/desemprego ou perda da renda
1679,Rua,Conflitos familiares (inclui separação)
1680,Rua,Conflitos familiares (inclui separação)
1681,Rua,Demissão do trabalho/desemprego ou perda da renda
1682,Rua,Conflitos familiares (inclui separação)
1683,Rua,Alcoolismo e/ou uso de drogas
1684,Rua,Alcoolismo e/ou uso de drogas
1685,Rua,Conflitos familiares (inclui separação)
1686,Rua,Outros
1687,Rua,Alcoolismo e/ou uso de drogas
1688,Rua,Alcoolismo e/ou uso de drogas
1689,Rua,Alcoolismo e/ou uso de drogas
1690,Rua,Conflitos familiares (inclui separação)
1691,Rua,"Sofria ameaças, abusos ou violência"
1692,Rua,Alcoolismo e/ou uso de drogas
1693,Rua,Outros
1694,Rua,Demissão do trabalho/desemprego ou perda da renda
1695,Rua,Conflitos familiares (inclui separação)
1696,Rua,Demissão do trabalho/desemprego ou perda da renda
1697,Rua,Alcoolismo e/ou uso de drogas
1698,Rua,Alcoolismo e/ou uso de drogas
1699,Rua,Conflitos familiares (inclui separação)
1700,Rua,Outros
1701,Rua,Alcoolismo e/ou uso de drogas
1702,Rua,Alcoolismo e/ou uso de drogas
1703,Rua,Conflitos familiares (inclui separação)
1704,Rua,Alcoolismo e/ou uso de drogas
1705,Rua,Saída do sistema prisional (Casa de detenção/cadeia/penitenciária/ DEGASE)
1706,Rua,Conflitos familiares (inclui separação)
1707,Rua,Alcoolismo e/ou uso de drogas
1708,Rua,Conflitos familiares (inclui separação)
1709,Rua,Desentendimentos na comunidade ou vizinhança
1710,Rua,Conflitos familiares (inclui separação)
1711,Rua,Conflitos familiares (inclui separação)
1712,Rua,Demissão do trabalho/desemprego ou perda da renda
1713,Rua,Para ficar perto do trabalho/ sem passagem para voltar para casa (mais de uma vez)
1714,Rua,Conflitos familiares (inclui separação)
1715,Rua,Desentendimentos na comunidade ou vizinhança
1716,Rua,Saída do sistema prisional (Casa de detenção/cadeia/penitenciária/ DEGASE)
1717,Rua,Alcoolismo e/ou uso de drogas
1718,Rua,Conflitos familiares (inclui separação)
1719,Rua,Alcoolismo e/ou uso de drogas
1720,Rua,Alcoolismo e/ou uso de drogas
1721,Rua,"Perda de casa por causas naturais/acidentes (ex: alagamentos, deslizamentos e incêndios)"
1722,Rua,Alcoolismo e/ou uso de drogas
1723,Rua,Conflitos familiares (inclui separação)
1724,Rua,Demissão do trabalho/desemprego ou perda da renda
1725,Rua,Conflitos familiares (inclui separação)
1726,Rua,Conflitos familiares (inclui separação)
1727,Rua,Alcoolismo e/ou uso de drogas
1728,Rua,Conflitos familiares (inclui separação)
1729,Rua,"Sofria ameaças, abusos ou violência"
1730,Rua,Conflitos familiares (inclui separação)
1731,Rua,NS/NR
1732,Rua,Outros
1733,Rua,Conflitos familiares (inclui separação)
1734,Rua,Conflitos familiares (inclui separação)
1735,Rua,Conflitos familiares (inclui separação)
1736,Rua,Conflitos familiares (inclui separação)
1737,Rua,Conflitos familiares (inclui separação)
1738,Rua,Conflitos familiares (inclui separação)
1739,Rua,Alcoolismo e/ou uso de drogas
1740,Rua,Alcoolismo e/ou uso de drogas
1741,Rua,Conflitos familiares (inclui separação)
1742,Rua,Conflitos familiares (inclui separação)
1743,Rua,Alcoolismo e/ou uso de drogas
1744,Rua,NS/NR
1745,Rua,Conflitos familiares (inclui separação)
1746,Rua,Outros
1747,Rua,Alcoolismo e/ou uso de drogas
1748,Rua,Alcoolismo e/ou uso de drogas
1749,Rua,Conflitos familiares (inclui separação)
1750,Rua,"Sofria ameaças, abusos ou violência"
1751,Rua,Conflitos familiares (inclui separação)
1752,Rua,Demissão do trabalho/desemprego ou perda da renda
1753,Rua,Demissão do trabalho/desemprego ou perda da renda
1754,Rua,Conflitos familiares (inclui separação)
1755,Rua,Alcoolismo e/ou uso de drogas
1756,Rua,Alcoolismo e/ou uso de drogas
1757,Rua,Alcoolismo e/ou uso de drogas
1758,Rua,Conflitos familiares (inclui separação)
1759,Rua,Conflitos familiares (inclui separação)
1760,Rua,Conflitos familiares (inclui separação)
1761,Rua,Alcoolismo e/ou uso de drogas
1762,Rua,Conflitos familiares (inclui separação)
1763,Rua,Outros
1764,Rua,Conflitos familiares (inclui separação)
1765,Rua,Outros
1766,Rua,Conflitos familiares (inclui separação)
1767,Rua,Conflitos familiares (inclui separação)
1768,Rua,Demissão do trabalho/desemprego ou perda da renda
1769,Rua,Alcoolismo e/ou uso de drogas
1770,Rua,Alcoolismo e/ou uso de drogas
1771,Rua,Conflitos familiares (inclui separação)
1772,Rua,Conflitos familiares (inclui separação)
1773,Rua,Alcoolismo e/ou uso de drogas
1774,Rua,Conflitos familiares (inclui separação)
1775,Rua,Conflitos familiares (inclui separação)
1776,Rua,Conflitos familiares (inclui separação)
1777,Rua,Conflitos familiares (inclui separação)
1778,Rua,Conflitos familiares (inclui separação)
1779,Rua,Conflitos familiares (inclui separação)
1780,Rua,Conflitos familiares (inclui separação)
1781,Rua,Demissão do trabalho/desemprego ou perda da renda
1782,Rua,Conflitos familiares (inclui separação)
1783,Rua,Demissão do trabalho/desemprego ou perda da renda
1784,Rua,Família passou a viver na rua
1785,Rua,Conflitos familiares (inclui separação)
1786,Rua,Conflitos familiares (inclui separação)
1787,Rua,Conflitos familiares (inclui separação)
1788,Rua,Conflitos familiares (inclui separação)
1789,Rua,"Perda de casa por causas naturais/acidentes (ex: alagamentos, deslizamentos e incêndios)"
1790,Rua,Demissão do trabalho/desemprego ou perda da renda
1791,Rua,Conflitos familiares (inclui separação)
1792,Rua,Conflitos familiares (inclui separação)
1793,Rua,Alcoolismo e/ou uso de drogas
1794,Rua,Para ficar perto do trabalho/ sem passagem para voltar para casa (mais de uma vez)
1795,Rua,Para ficar perto do trabalho/ sem passagem para voltar para casa (mais de uma vez)
1796,Rua,Andarilho / Nômade / Viajante
1797,Rua,"Sofria ameaças, abusos ou violência"
1798,Rua,Alcoolismo e/ou uso de drogas
1799,Rua,Andarilho / Nômade / Viajante
1800,Rua,Alcoolismo e/ou uso de drogas
1801,Rua,Alcoolismo e/ou uso de drogas
1802,Rua,Conflitos familiares (inclui separação)
1803,Rua,Alcoolismo e/ou uso de drogas
1804,Rua,Alcoolismo e/ou uso de drogas
1805,Rua,Conflitos familiares (inclui separação)
1806,Rua,Alcoolismo e/ou uso de drogas
1807,Rua,Alcoolismo e/ou uso de drogas
1808,Rua,Demissão do trabalho/desemprego ou perda da renda
1809,Rua,Outros
1810,Rua,Alcoolismo e/ou uso de drogas
1811,Rua,Alcoolismo e/ou uso de drogas
1812,Rua,Conflitos familiares (inclui separação)
1813,Rua,Conflitos familiares (inclui separação)
1814,Rua,Conflitos familiares (inclui separação)
1815,Rua,NS/NR
1816,Rua,Conflitos familiares (inclui separação)
1817,Rua,Demissão do trabalho/desemprego ou perda da renda
1818,Rua,Alcoolismo e/ou uso de drogas
1819,Rua,"Sofria ameaças, abusos ou violência"
1820,Rua,Outros
1821,Rua,Conflitos familiares (inclui separação)
1822,Rua,Família passou a viver na rua
1823,Rua,Outros
1824,Rua,Conflitos familiares (inclui separação)
1825,Rua,Demissão do trabalho/desemprego ou perda da renda
1826,Rua,Conflitos familiares (inclui separação)
1827,Rua,Alcoolismo e/ou uso de drogas
1828,Rua,Conflitos familiares (inclui separação)
1829,Rua,"Sofria ameaças, abusos ou violência"
1830,Rua,Alcoolismo e/ou uso de drogas
1831,Rua,Demissão do trabalho/desemprego ou perda da renda
1832,Rua,Conflitos familiares (inclui separação)
1833,Rua,Demissão do trabalho/desemprego ou perda da renda
1834,Rua,"Perda de casa por causas naturais/acidentes (ex: alagamentos, deslizamentos e incêndios)"
1835,Rua,Alcoolismo e/ou uso de drogas
1836,Rua,Alcoolismo e/ou uso de drogas
1837,Rua,Alcoolismo e/ou uso de drogas
1838,Rua,Desentendimentos na comunidade ou vizinhança
1839,Rua,Alcoolismo e/ou uso de drogas
1840,Rua,Conflitos familiares (inclui separação)
1841,Rua,NS/NR
1842,Rua,Alcoolismo e/ou uso de drogas
1843,Rua,Conflitos familiares (inclui separação)
1844,Rua,Outros
1845,Rua,Conflitos familiares (inclui separação)
1846,Rua,Conflitos familiares (inclui separação)
1847,Rua,Alcoolismo e/ou uso de drogas
1848,Rua,Conflitos familiares (inclui separação)
1849,Rua,"Sofria ameaças, abusos ou violência"
1850,Rua,Outros
1851,Rua,Demissão do trabalho/desemprego ou perda da renda
1852,Rua,Conflitos familiares (inclui separação)
1853,Rua,Conflitos familiares (inclui separação)
1854,Rua,Demissão do trabalho/desemprego ou perda da renda
1855,Rua,Demissão do trabalho/desemprego ou perda da renda
1856,Rua,Conflitos familiares (inclui separação)
1857,Rua,Alcoolismo e/ou uso de drogas
1858,Rua,Outros
1859,Rua,Conflitos familiares (inclui separação)
1860,Rua,Saída do sistema prisional (Casa de detenção/cadeia/penitenciária/ DEGASE)
1861,Rua,Conflitos familiares (inclui separação)
1862,Rua,Conflitos familiares (inclui separação)
1863,Rua,NS/NR
1864,Rua,Alcoolismo e/ou uso de drogas
1865,Rua,Alcoolismo e/ou uso de drogas
1866,Rua,Alcoolismo e/ou uso de drogas
1867,Rua,Conflitos familiares (inclui separação)
1868,Rua,Conflitos familiares (inclui separação)
1869,Rua,Conflitos familiares (inclui separação)
1870,Rua,NS/NR
1871,Rua,"Perda de casa por causas naturais/acidentes (ex: alagamentos, deslizamentos e incêndios)"
1872,Rua,Alcoolismo e/ou uso de drogas
1873,Rua,Conflitos familiares (inclui separação)
1874,Rua,Conflitos familiares (inclui separação)
1875,Rua,Demissão do trabalho/desemprego ou perda da renda
1876,Rua,Alcoolismo e/ou uso de drogas
1877,Rua,Conflitos familiares (inclui separação)
1878,Rua,Alcoolismo e/ou uso de drogas
1879,Rua,Alcoolismo e/ou uso de drogas
1880,Rua,Alcoolismo e/ou uso de drogas
1881,Rua,Outros
1882,Rua,Conflitos familiares (inclui separação)
1883,Rua,Outros
1884,Rua,Alcoolismo e/ou uso de drogas
1885,Rua,Conflitos familiares (inclui separação)
1886,Rua,Conflitos familiares (inclui separação)
1887,Rua,Alcoolismo e/ou uso de drogas
1888,Rua,Conflitos familiares (inclui separação)
1889,Rua,Outros
1890,Rua,Alcoolismo e/ou uso de drogas
1891,Rua,Conflitos familiares (inclui separação)
1892,Rua,Demissão do trabalho/desemprego ou perda da renda
1893,Rua,Outros
1894,Rua,Conflitos familiares (inclui separação)
1895,Rua,Conflitos familiares (inclui separação)
1896,Rua,Conflitos familiares (inclui separação)
1897,Rua,Outros
1898,Rua,NS/NR
1899,Rua,Outros
1900,Rua,Demissão do trabalho/desemprego ou perda da renda
1901,Rua,Outros
1902,Rua,Alcoolismo e/ou uso de drogas
1903,Rua,"Sofria ameaças, abusos ou violência"
1904,Rua,Conflitos familiares (inclui separação)
1905,Rua,NS/NR
1906,Rua,Conflitos familiares (inclui separação)
1907,Rua,Conflitos familiares (inclui separação)
1908,Rua,Alcoolismo e/ou uso de drogas
1909,Rua,Alcoolismo e/ou uso de drogas
1910,Rua,Alcoolismo e/ou uso de drogas
1911,Rua,Nasci na rua e permaneço nela
1912,Rua,Conflitos familiares (inclui separação)
1913,Rua,Demissão do trabalho/desemprego ou perda da renda
1914,Rua,Alcoolismo e/ou uso de drogas
1915,Rua,Conflitos familiares (inclui separação)
1916,Rua,Alcoolismo e/ou uso de drogas
1917,Rua,Alcoolismo e/ou uso de drogas
1918,Rua,Alcoolismo e/ou uso de drogas
1919,Rua,Conflitos familiares (inclui separação)
1920,Rua,Conflitos familiares (inclui separação)
1921,Rua,Outros
1922,Rua,Alcoolismo e/ou uso de drogas
1923,Rua,Outros
1924,Rua,Conflitos familiares (inclui separação)
1925,Rua,Conflitos familiares (inclui separação)
1926,Rua,Conflitos familiares (inclui separação)
1927,Rua,Alcoolismo e/ou uso de drogas
1928,Rua,Demissão do trabalho/desemprego ou perda da renda
1929,Rua,Conflitos familiares (inclui separação)
1930,Rua,Demissão do trabalho/desemprego ou perda da renda
1931,Rua,Outros
1932,Rua,Demissão do trabalho/desemprego ou perda da renda
1933,Rua,"Sofria ameaças, abusos ou violência"
1934,Rua,Alcoolismo e/ou uso de drogas
1935,Rua,Alcoolismo e/ou uso de drogas
1936,Rua,Conflitos familiares (inclui separação)
1937,Rua,Demissão do trabalho/desemprego ou perda da renda
1938,Rua,Conflitos familiares (inclui separação)
1939,Rua,Conflitos familiares (inclui separação)
1940,Rua,Demissão do trabalho/desemprego ou perda da renda
1941,Rua,Conflitos familiares (inclui separação)
1942,Rua,Conflitos familiares (inclui separação)
1943,Rua,Alcoolismo e/ou uso de drogas
1944,Rua,Alcoolismo e/ou uso de drogas
1945,Rua,Conflitos familiares (inclui separação)
1946,Rua,"Sofria ameaças, abusos ou violência"
1947,Rua,Conflitos familiares (inclui separação)
1948,Rua,Conflitos familiares (inclui separação)
1949,Rua,Conflitos familiares (inclui separação)
1950,Rua,Conflitos familiares (inclui separação)
1951,Rua,Conflitos familiares (inclui separação)
1952,Rua,Alcoolismo e/ou uso de drogas
1953,Rua,Conflitos familiares (inclui separação)
1954,Rua,Conflitos familiares (inclui separação)
1955,Rua,Conflitos familiares (inclui separação)
1956,Rua,Conflitos familiares (inclui separação)
1957,Rua,Demissão do trabalho/desemprego ou perda da renda
1958,Rua,Alcoolismo e/ou uso de drogas
1959,Rua,Conflitos familiares (inclui separação)
1960,Rua,Para ficar perto do trabalho/ sem passagem para voltar para casa (mais de uma vez)
